MM,YYYY,Date,HRS,MIN,Nest_Type,Nest_Disturbance,Y,X
1,2021,1/19/2021,2,2,Nesting_Individu,Secure,,
1,2021,1/19/2021,0,56,False_Crawls,Non_Nesting,,
1,2021,1/19/2021,,,Nest,Secure,,
1,2021,1/19/2021,2,14,Nesting_Individu,Secure,-3.07205,126.56275
1,2021,1/21/2021,22,0,False_Crawls,Non_Nesting,,
1,2021,1/26/2021,3,20,Nesting_Individu,Secure,,
1,2021,1/28/2021,,,Nest,Secure,,
1,2021,1/28/2021,,,False_Crawls,Non_Nesting,,
1,2021,1/27/2021,23,0,Nesting_Individu,Lost,,
1,2021,1/29/2021,7,13,Nest,Secure,-3.0723,126.556517
1,2021,1/29/2021,7,13,Nest,Secure,-3.072317,126.556617
2,2021,2/1/2021,1,40,False_Crawls,Non_Nesting,-3.072233,126.5588
2,2021,2/2/2021,,,Nest,Secure,-3.072358,126.554537
2,2021,2/4/2021,0,0,Nesting_Individu,Secure,-3.07225,126.552583
2,2021,2/7/2021,7,31,Nest,Secure,-3.072217,126.5527
2,2021,2/7/2021,,,Nest,Secure,-3.072383,126.553967
2,2021,2/10/2021,,,Nest,Secure,-3.072383,126.55395
2,2021,2/12/2021,,,Nest,Secure,,
2,2021,2/14/2021,,,Nest,Secure,-3.07205,126.56085
2,2021,2/16/2021,,,False_Crawls,Non_Nesting,,
2,2021,2/17/2021,,,False_Crawls,Non_Nesting,,
2,2021,2/18/2021,,,False_Crawls,Non_Nesting,,
2,2021,2/22/2021,,,Nest,Secure,-3.072483,126.555267
2,2021,2/23/2021,,,False_Crawls,Non_Nesting,,
2,2021,2/24/2021,,,Nest,Secure,,
2,2021,2/25/2021,,,Nest,Lost,-3.072283,126.55325
3,2021,3/4/2021,,,Nest,Secure,,
3,2021,3/6/2021,,,False_Crawls,Non_Nesting,,
3,2021,3/11/2021,,,Nest,Secure,-3.07245,126.554333
3,2021,3/11/2021,,,False_Crawls,Non_Nesting,-3.07225,126.5521
3,2021,3/14/2021,,,Nest,Secure,,
3,2021,3/15/2021,,,Nest,Secure,-3.07235,126.55475
3,2021,3/17/2021,,,Nest,Secure,,
4,2021,4/5/2021,,,Nest,Secure,-3.072317,126.55515
4,2021,4/16/2021,23,16,Nesting_Individu,Secure,,
4,2021,4/26/2021,4,30,Nesting_Individu,Secure,-3.072033,126.559667
4,2021,4/28/2021,8,6,Nest,Secure,-3.0695,126.58499
4,2021,4/28/2021,8,15,Nest,Secure,-3.069559,126.585378
4,2021,4/30/2021,,,Nest,Lost,,
5,2021,5/7/2021,,,Nest,Secure,-3.072433,126.554083
5,2021,5/7/2021,,,Nest,Secure,-3.072317,126.54765
5,2021,5/11/2021,3,50,Nesting_Individu,Secure,,
5,2021,5/17/2021,,,False_Crawls,Non_Nesting,-3.07216,126.559503
5,2021,5/18/2021,,,Nest,Secure,,
5,2021,5/19/2021,1,26,Nesting_Individu,Secure,-3.072267,126.553133
5,2021,5/20/2021,0,26,Nesting_Individu,Secure,-3.072417,126.554733
5,2021,5/20/2021,,,Nest,Secure,,
5,2021,5/21/2021,,,Nest,Secure,-3.071945,126.566089
5,2021,5/21/2021,,,Nest,Secure,-3.072083,126.560767
5,2021,5/21/2021,,,False_Crawls,Non_Nesting,,
5,2021,5/27/2021,,,Nest,Secure,-3.071557,126.569952
5,2021,5/27/2021,,,Nest,Secure,,
5,2021,5/30/2021,,,Nest,Secure,-3.0719,126.561767
5,2021,5/30/2021,22,8,Nesting_Individu,Secure,-3.06913,126.58692
5,2021,5/30/2021,22,40,Nesting_Individu,Secure,,
5,2021,5/31/2021,,,Nest,Secure,-3.072018,126.560794
5,2021,5/31/2021,,,Nest,Secure,-3.06944,126.58522
5,2021,5/30/2021,23,16,Nesting_Individu,Secure,-3.06934,126.58584
6,2021,6/1/2021,0,35,Nesting_Individu,Secure,-3.072033,126.56245
6,2021,6/4/2021,,,False_Crawls,Non_Nesting,,
6,2021,6/6/2021,,,Nest,Secure,-3.071221,126.57165
6,2021,6/4/2021,23,16,False_Crawls,Non_Nesting,,
6,2021,6/10/2021,,,Nest,Secure,-3.072367,126.553467
6,2021,6/10/2021,,,Nest,Secure,,
6,2021,6/11/2021,,,Nest,Secure,-3.072267,126.55745
6,2021,6/11/2021,,,Nest,Secure,-3.071389,126.571144
6,2021,6/15/2021,22,31,Nesting_Individu,Secure,,
6,2021,6/16/2021,22,52,Nesting_Individu,Secure,,
6,2021,6/17/2021,,,Nest,Secure,-3.069856,126.582501
6,2021,6/18/2021,,,Nest,Secure,-3.06983,126.58177
6,2021,6/18/2021,,,Nest,Secure,-3.06949,126.58591
6,2021,6/19/2021,1,0,Nesting_Individu,Secure,-3.071967,126.565017
6,2021,6/20/2021,,,Nest,Secure,-3.069867,126.582207
6,2021,6/21/2021,1,6,Nesting_Individu,Secure,-3.071933,126.564317
6,2021,6/21/2021,,,Nest,Secure,,
6,2021,6/23/2021,6,20,Nesting_Individu,Secure,,
6,2021,6/23/2021,6,20,False_Crawls,Non_Nesting,,
6,2021,6/23/2021,,,Nest,Secure,,
6,2021,6/25/2021,,,Nest,Secure,,
6,2021,6/26/2021,,,False_Crawls,Non_Nesting,-3.072267,126.55345
6,2021,6/26/2021,,,Nest,Secure,-3.07215,126.560067
6,2021,6/27/2021,,,Nest,Secure,-3.072383,126.553667
6,2021,6/28/2021,,,Nest,Secure,-3.072034,126.565774
6,2021,6/28/2021,,,False_Crawls,Non_Nesting,,
7,2021,7/1/2021,3,50,False_Crawls,Non_Nesting,,
7,2021,7/1/2021,4,20,Nesting_Individu,Secure,,
7,2021,7/2/2021,,,Nest,Secure,,
7,2021,7/2/2021,,,False_Crawls,Non_Nesting,,
7,2021,7/2/2021,,,Nest,Secure,-3.07205,126.561117
7,2021,7/3/2021,,,False_Crawls,Non_Nesting,,
7,2021,7/4/2021,,,Nest,Secure,-3.072117,126.560767
7,2021,7/4/2021,,,Nest,Secure,-3.072383,126.553933
7,2021,7/6/2021,,,Nest,Secure,-3.071324,126.571054
7,2021,7/7/2021,0,38,Nesting_Individu,Secure,-3.07118,126.571837
7,2021,7/7/2021,,,Nest,Secure,-3.072417,126.553633
7,2021,7/8/2021,,,False_Crawls,Non_Nesting,-3.072417,126.554817
7,2021,7/10/2021,,,Nesting_Individu,Secure,,
7,2021,7/10/2021,,,Nest,Secure,-3.071994,126.56784
7,2021,7/12/2021,,,Nest,Secure,-3.071924,126.56726
7,2021,7/13/2021,1,41,Nesting_Individu,Secure,,
7,2021,7/15/2021,,,Nest,Secure,,
7,2021,7/15/2021,0,43,Nesting_Individu,Secure,-3.071888,126.56678
7,2021,7/16/2021,,,Nest,Secure,-3.072183,126.5601
7,2021,7/17/2021,2,33,Nesting_Individu,Secure,,
7,2021,7/22/2021,1,51,Nesting_Individu,Secure,,
7,2021,7/22/2021,1,31,Nesting_Individu,Secure,,
7,2021,7/23/2021,1,2,Nesting_Individu,Secure,,
7,2021,7/23/2021,,,Nest,Secure,,
7,2021,7/23/2021,,,False_Crawls,Non_Nesting,,
7,2021,7/23/2021,,,False_Crawls,Non_Nesting,-3.072083,126.56155
7,2021,7/23/2021,,,Nest,Secure,-3.072083,126.5604
7,2021,7/23/2021,,,Nest,Secure,-3.07234,126.554945
7,2021,7/26/2021,,,False_Crawls,Non_Nesting,,
7,2021,7/28/2021,,,Nest,Secure,,
7,2021,7/31/2021,2,42,False_Crawls,Non_Nesting,,
8,2021,8/2/2021,,,Nest,Secure,-3.072467,126.554867
8,2021,8/7/2021,,,Nest,Secure,-3.072467,126.554867
8,2021,8/4/2021,,,False_Crawls,Non_Nesting,,
8,2021,8/6/2021,,,Nest,Secure,,
8,2021,8/6/2021,,,False_Crawls,Non_Nesting,,
8,2021,8/10/2021,,,Nest,Secure,,
8,2021,8/16/2021,,,Nesting_Individu,Secure,-3.072067,126.561433
8,2021,8/25/2021,3,20,Nesting_Individu,Secure,-3.072292,126.555962
8,2021,8/29/2021,7,8,Nest,Secure,-3.065884,126.606906
8,2021,8/30/2021,5,46,Nest,Secure,-3.068764,126.615184
8,2021,8/31/2021,4,15,Nest,Secure,-3.069284,126.620874
9,2021,9/2/2021,21,7,Nest,Secure,-3.069368,126.617963
9,2021,9/3/2021,2,53,Nesting_Individu,Secure,-3.072275,126.557957
9,2021,9/5/2021,5,55,Nesting_Individu,Secure,-3.071978,126.566103
9,2021,9/11/2021,6,17,Nest,Secure,-3.06903,126.617736
9,2021,9/11/2021,22,5,Nesting_Individu,Secure,-3.071867,126.563658
9,2021,9/12/2021,6,0,Nest,Secure,-3.069035,126.617611
9,2021,9/14/2021,1,12,Nesting_Individu,Secure,-3.072002,126.565794
9,2021,9/21/2021,0,36,Nesting_Individu,Secure,-3.072429,126.55491
9,2021,9/22/2021,6,30,Nest,Secure,-3.069093,126.618425
9,2021,9/24/2021,1,24,Nesting_Individu,Secure,-3.07201,126.562184
10,2021,10/12/2021,6,3,False_Crawls,Non_Nesting,-3.06919,126.61958
10,2021,10/27/2021,23,0,Nesting_Individu,Secure,-3.07203,126.563959
11,2021,11/6/2021,21,0,Nest,Secure,-3.072452,126.554472
11,2021,11/11/2021,22,13,Nesting_Individu,Secure,-3.072282,126.559108
11,2021,11/17/2021,0,27,Nesting_Individu,Secure,-3.071992,126.563795
11,2021,11/21/2021,4,26,Nesting_Individu,Secure,-3.072178,126.559093
11,2021,11/24/2021,2,29,Nest,Secure,-3.071958,126.564793
11,2021,11/25/2021,11,54,Nesting_Individu,Secure,-3.07223,126.556242
11,2021,11/28/2021,,,Nest,Secure,-3.069223,126.619896
12,2021,12/6/2021,21,50,Nesting_Individu,Secure,-3.071881,126.565793
12,2021,12/6/2021,22,4,Nesting_Individu,Secure,-3.072429,126.538708
12,2021,12/8/2021,,,Nest,Secure,-3.069213,126.61899
12,2021,12/12/2021,13,0,Nest,Secure,-3.071966,126.565009
12,2021,12/16/2021,3,0,Nest,Secure,-3.072267,126.552748
12,2021,12/16/2021,6,38,False_Crawls,Non_Nesting,-3.0693,126.62056
12,2021,12/17/2021,2,32,Nesting_Individu,Secure,-3.07244,126.545092
12,2021,12/17/2021,4,38,False_Crawls,Non_Nesting,-3.07224,126.548755
12,2021,12/17/2021,4,40,Nest,Secure,-3.072207,126.55985
12,2021,12/19/2021,21,30,Nest,Secure,-3.071979,126.562933
12,2021,12/19/2021,21,5,Nest,Secure,-3.06929,126.61925
12,2021,12/20/2021,2,0,Nest,Secure,-3.072281,126.548316
12,2021,12/20/2021,1,30,Nesting_Individu,Secure,-3.071962,126.564401
12,2021,12/30/2021,,,False_Crawls,Non_Nesting,-3.072372,126.554119
12,2021,12/30/2021,,,False_Crawls,Non_Nesting,-3.072288,126.552929
12,2021,12/30/2021,,,Nest,Secure,-3.072251,126.55258
12,2021,12/30/2021,,,Nest,Secure,-3.072462,126.554255
12,2021,12/30/2021,,,Nest,Secure,-3.072257,126.55262
12,2021,12/30/2021,,,Nest,Secure,-3.072388,126.54999
1,2022,1/1/2022,,,Nest,Secure,-3.072257,126.55262
1,2022,1/2/2022,20,34,Nest,Secure,-3.072336,126.553446
1,2022,1/3/2022,,,Nest,Secure,-3.072382,126.553437
1,2022,1/5/2022,23,39,Nesting_Individu,Secure,-3.06924,126.619
1,2022,1/8/2022,21,30,Nesting_Individu,Predated,-3.072419,126.554067
1,2022,1/8/2022,,,Nest,Secure,-3.072462,126.554688
1,2022,1/8/2022,,,Nest,Secure,-3.07221,126.559674
1,2022,1/9/2022,,,Nest,Secure,-3.072348,126.553981
1,2022,1/10/2022,1,24,Nesting_Individu,Secure,-3.069202,126.619702
1,2022,1/12/2022,21,56,Nest,Secure,-3.07253,126.543405
1,2022,1/13/2022,2,22,False_Crawls,Non_Nesting,-3.072504,126.542804
1,2022,1/13/2022,3,30,Nest,Secure,-3.072237,126.551872
1,2022,1/13/2022,5,5,False_Crawls,Non_Nesting,-3.072297,126.558252
1,2022,1/13/2022,2,15,Nesting_Individu,Secure,-3.069181,126.618173
1,2022,1/13/2022,23,13,Nesting_Individu,Secure,-3.071984,126.566245
1,2022,1/14/2022,3,45,Nesting_Individu,Secure,-3.07226,126.548038
1,2022,1/16/2022,0,21,Nesting_Individu,Secure,-3.06938,126.62129
1,2022,1/17/2022,23,0,Nesting_Individu,Secure,-3.069079,126.618247
1,2022,1/18/2022,5,4,Nest,Secure,-3.072183,126.536301
1,2022,1/18/2022,23,59,False_Crawls,Non_Nesting,-3.072028,126.563611
1,2022,1/19/2022,21,50,Nesting_Individu,Secure,-3.072087,126.561497
1,2022,1/19/2022,22,33,Nesting_Individu,Secure,-3.069571,126.622256
1,2022,1/20/2022,0,7,Nesting_Individu,Secure,-3.071986,126.563098
1,2022,1/21/2022,2,33,Nesting_Individu,Lost,-3.071974,126.567098
1,2022,1/21/2022,23,50,Nesting_Individu,Secure,-3.069587,126.623819
1,2022,1/22/2022,23,30,Nesting_Individu,Secure,-3.07237,126.553971
1,2022,1/23/2022,0,3,Nesting_Individu,Secure,-3.072017,126.566412
1,2022,1/27/2022,22,30,False_Crawls,Non_Nesting,-3.072225,126.557713
1,2022,1/28/2022,2,20,False_Crawls,Non_Nesting,-3.066303,126.608131
1,2022,1/29/2022,1,10,Nesting_Individu,Secure,-3.072006,126.566434
1,2022,1/29/2022,22,37,False_Crawls,Non_Nesting,-3.072265,126.549636
1,2022,1/29/2022,22,34,False_Crawls,Non_Nesting,-3.072209,126.549127
1,2022,1/29/2022,22,12,False_Crawls,Non_Nesting,-3.072335,126.540354
1,2022,1/30/2022,1,44,False_Crawls,Non_Nesting,-3.069707,126.624135
1,2022,1/30/2022,3,0,Nest,Secure,-3.072267,126.54821
1,2022,1/31/2022,4,0,Nesting_Individu,Secure,-3.072338,126.553399
2,2022,2/1/2022,6,15,Nest,Secure,-3.072348,126.553387
2,2022,2/1/2022,22,35,Nesting_Individu,Secure,-3.071966,126.565645
2,2022,2/1/2022,23,51,False_Crawls,Non_Nesting,-3.069192,126.618258
2,2022,2/2/2022,5,33,False_Crawls,Non_Nesting,-3.072215,126.557833
2,2022,2/3/2022,21,31,Nesting_Individu,Secure,-3.068904,126.616002
2,2022,2/7/2022,3,33,Nesting_Individu,Predated,-3.072375,126.553439
2,2022,2/9/2022,4,49,False_Crawls,Non_Nesting,-3.068992,126.617739
2,2022,2/10/2022,2,16,Nesting_Individu,Secure,-3.071998,126.566359
2,2022,2/10/2022,5,38,Nest,Secure,-3.072372,126.54714
2,2022,2/12/2022,23,10,Nest,Secure,-3.07208,126.565687
2,2022,2/13/2022,1,0,Nesting_Individu,Secure,-3.072018,126.56248
2,2022,2/16/2022,5,0,Nest,Secure,-3.07234,126.553241
2,2022,2/19/2022,23,15,False_Crawls,Non_Nesting,-3.072285,126.558134
2,2022,2/19/2022,23,15,Nesting_Individu,Secure,-3.072243,126.559494
2,2022,2/24/2022,2,35,Nesting_Individu,Secure,-3.072238,126.552751
2,2022,2/25/2022,2,23,Nesting_Individu,Secure,-3.072314,126.552991
3,2022,3/2/2022,0,9,Nesting_Individu,Secure,-3.072033,126.566418
3,2022,3/5/2022,4,0,Nesting_Individu,Predated,-3.071979,126.566032
3,2022,3/7/2022,4,0,Nest,Secure,-3.071042,126.572975
3,2022,3/12/2022,2,25,Nesting_Individu,Secure,-3.071994,126.564865
3,2022,3/16/2022,1,3,Nesting_Individu,Secure,-3.071916,126.564138
3,2022,3/25/2022,4,12,Nesting_Individu,Secure,-3.071997,126.567059
4,2022,4/3/2022,2,34,False_Crawls,Non_Nesting,-3.0718975,126.5639859
4,2022,4/3/2022,9,59,Nest,Secure,-3.0718852,126.5646354
4,2022,4/5/2022,22,20,Nest,Secure,-3.0698999,126.6260194
4,2022,4/16/2022,22,35,Nesting_Individu,Secure,-3.0721987,126.5372144
4,2022,4/22/2022,2,26,Nesting_Individu,Secure,-3.0665951,126.6087071
4,2022,4/27/2022,22,30,Nesting_Individu,Secure,-3.072033,126.5657827
4,2022,4/27/2022,23,6,False_Crawls,Non_Nesting,-3.072408,126.5429723
4,2022,4/28/2022,0,53,Nesting_Individu,Secure,-3.0720284,126.562479
4,2022,4/28/2022,5,43,Nest,Secure,-3.072085,126.5607849
4,2022,4/30/2022,23,47,Nest,Secure,-3.06987,126.5823412
5,2022,5/1/2022,0,48,Nesting_Individu,Secure,-3.069424,126.6205636
5,2022,5/1/2022,0,23,False_Crawls,Non_Nesting,-3.0697792,126.6245561
5,2022,5/2/2022,8,53,Nest,Secure,-3.0723629,126.5502008
5,2022,5/3/2022,22,15,Nest,Secure,-3.0692627,126.619899
5,2022,5/9/2022,8,45,Nest,Secure,-3.0691806,126.6185469
5,2022,5/10/2022,9,20,False_Crawls,Non_Nesting,-3.0721024,126.5656741
5,2022,5/11/2022,2,18,Nest,Secure,-3.0692174,126.6182454
5,2022,5/11/2022,11,38,Nest,Secure,-3.0723242,126.5526794
5,2022,5/12/2022,0,36,Nesting_Individu,Secure,-3.0723647,126.5557889
5,2022,5/12/2022,10,40,False_Crawls,Non_Nesting,-3.0695801,126.6219063
5,2022,5/13/2022,9,18,Nest,Secure,-3.0719527,126.5657084
5,2022,5/13/2022,22,11,Nest,Secure,-3.0698166,126.6255699
5,2022,5/14/2022,10,46,False_Crawls,Non_Nesting,-3.0696124,126.6235054
5,2022,5/16/2022,21,39,False_Crawls,Non_Nesting,-3.0699867,126.6266999
5,2022,5/18/2022,22,40,Nesting_Individu,Secure,-3.0699198,126.6253261
5,2022,5/20/2022,21,31,False_Crawls,Non_Nesting,-3.071971,126.5630714
5,2022,5/20/2022,22,19,Nesting_Individu,Secure,-3.0685295,126.6134423
5,2022,5/21/2022,0,17,Nesting_Individu,Secure,-3.0719686,126.5657028
5,2022,5/21/2022,4,30,False_Crawls,Non_Nesting,-3.0698869,126.6265082
5,2022,5/21/2022,23,53,Nesting_Individu,Secure,-3.0720643,126.5599006
5,2022,5/21/2022,23,13,Nesting_Individu,Secure,-3.0703343,126.630037
5,2022,5/22/2022,22,10,Nesting_Individu,Secure,-3.069343,126.6204812
5,2022,5/23/2022,4,30,False_Crawls,Non_Nesting,-3.0698051,126.6263704
5,2022,5/23/2022,9,26,Nest,Secure,-3.0700043,126.6270505
5,2022,5/27/2022,22,41,Nesting_Individu,Secure,-3.0723116,126.5501231
5,2022,5/30/2022,1,48,False_Crawls,Non_Nesting,-3.0720807,126.5606732
5,2022,5/30/2022,21,50,Nest,Secure,-3.0702716,126.6299124
5,2022,5/30/2022,23,24,False_Crawls,Non_Nesting,-3.0720049,126.5657795
5,2022,5/31/2022,8,39,Nest,Secure,-3.0723359,126.555891
5,2022,5/31/2022,23,13,False_Crawls,Non_Nesting,-3.0719774,126.5607975
5,2022,5/31/2022,23,29,Nesting_Individu,Secure,-3.0697961,126.6244136
5,2022,5/31/2022,23,33,Nesting_Individu,Secure,-3.0652145,126.6047853
6,2022,6/1/2022,1,0,Nesting_Individu,Secure,-3.0693514,126.6203642
6,2022,6/1/2022,21,50,Nest,Secure,-3.0696075,126.6235708
6,2022,6/6/2022,23,15,Nesting_Individu,Secure,-3.0719381,126.5641906
6,2022,6/8/2022,4,4,False_Crawls,Non_Nesting,-3.0721401,126.5504571
6,2022,6/9/2022,20,15,False_Crawls,Non_Nesting,-3.0702136,126.628811
6,2022,6/10/2022,0,30,Nesting_Individu,Secure,-3.0697268,126.6248062
6,2022,6/10/2022,2,22,Nesting_Individu,Secure,-3.0722897,126.5526217
6,2022,6/11/2022,0,33,Nesting_Individu,Secure,-3.0723487,126.5477266
6,2022,6/11/2022,2,52,False_Crawls,Non_Nesting,-3.0699089,126.626323
6,2022,6/11/2022,2,56,Nesting_Individu,Secure,-3.0699196,126.6263471
6,2022,6/11/2022,22,30,Nest,Secure,-3.0695531,126.6223063
6,2022,6/11/2022,22,45,Nest,Secure,-3.0698434,126.6255436
6,2022,6/11/2022,23,13,Nest,Secure,-3.0648035,126.6041834
6,2022,6/12/2022,22,3,Nest,Secure,-3.0693857,126.6206045
6,2022,6/15/2022,20,14,Nest,Secure,-3.0713873,126.5189979
6,2022,6/16/2022,22,44,Nest,Secure,-3.0708031,126.6388526
6,2022,6/16/2022,22,47,False_Crawls,Non_Nesting,-3.070789,126.6385686
6,2022,6/16/2022,22,50,Nest,Secure,-3.0707673,126.638073
6,2022,6/16/2022,22,57,False_Crawls,Non_Nesting,-3.0706385,126.6357043
6,2022,6/16/2022,23,4,Nest,Secure,-3.070595,126.6345682
6,2022,6/18/2022,22,46,False_Crawls,Non_Nesting,-3.0720063,126.5606702
6,2022,6/19/2022,0,9,Nesting_Individu,Secure,-3.0722766,126.5493889
6,2022,6/19/2022,22,47,False_Crawls,Non_Nesting,-3.0709395,126.5734686
6,2022,6/19/2022,22,51,Nesting_Individu,Secure,-3.0692446,126.619584
6,2022,6/20/2022,3,50,False_Crawls,Non_Nesting,-3.0724966,126.543401
6,2022,6/20/2022,7,26,False_Crawls,Non_Nesting,-3.0672192,126.6098945
6,2022,6/20/2022,7,44,False_Crawls,Non_Nesting,-3.0653283,126.60533
6,2022,6/20/2022,21,45,False_Crawls,Non_Nesting,-3.0692047,126.6198265
6,2022,6/20/2022,23,30,Nesting_Individu,Secure,-3.0719772,126.5654234
6,2022,6/20/2022,21,50,Nest,Secure,-3.0693243,126.6205832
6,2022,6/21/2022,0,46,Nesting_Individu,Secure,-3.0688045,126.6161559
6,2022,6/21/2022,9,59,False_Crawls,Non_Nesting,-3.0654246,126.6055189
6,2022,6/21/2022,21,50,Nest,Secure,-3.0696336,126.6243124
6,2022,6/22/2022,21,59,Nesting_Individu,Secure,-3.069226,126.6194963
6,2022,6/23/2022,8,52,Nest,Secure,-3.0686909,126.6144958
6,2022,6/23/2022,9,15,Nest,Secure,-3.0696205,126.6220094
6,2022,6/24/2022,6,57,False_Crawls,Non_Nesting,-3.0720164,126.5643032
6,2022,6/24/2022,9,30,Nest,Secure,-3.0697016,126.583795
6,2022,6/26/2022,0,40,False_Crawls,Non_Nesting,-3.0689858,126.6176807
6,2022,6/27/2022,23,59,Nesting_Individu,Secure,-3.0690878,126.6183035
6,2022,6/29/2022,1,22,Nesting_Individu,Secure,-3.0719183,126.5657242
6,2022,6/29/2022,6,25,False_Crawls,Non_Nesting,-3.070974,126.573227
6,2022,6/30/2022,5,20,Nest,Secure,-3.0689087,126.6163327
7,2022,7/1/2022,4,19,Nesting_Individu,Secure,-3.072416,126.546244
7,2022,7/1/2022,4,40,False_Crawls,Non_Nesting,-3.0708118,126.5742412
7,2022,7/1/2022,21,31,Nesting_Individu,Secure,-3.0690526,126.6176588
7,2022,7/2/2022,0,40,Nesting_Individu,Secure,-3.0694665,126.6218228
7,2022,7/2/2022,8,35,False_Crawls,Non_Nesting,-3.066517,126.6086148
7,2022,7/2/2022,8,42,Nest,Secure,-3.0659406,126.6071935
7,2022,7/4/2022,22,25,False_Crawls,Non_Nesting,-3.0699073,126.626679
7,2022,7/5/2022,7,26,Nest,Secure,-3.0696266,126.6234031
7,2022,7/6/2022,5,4,Nesting_Individu,Secure,-3.0721839,126.5607144
7,2022,7/6/2022,10,20,False_Crawls,Non_Nesting,-3.0708762,126.5733941
7,2022,7/6/2022,7,20,False_Crawls,Non_Nesting,-3.0709415,126.5728739
7,2022,7/6/2022,20,45,Nest,Secure,-3.0693678,126.6213477
7,2022,7/6/2022,23,10,Nesting_Individu,Secure,-3.0695045,126.6222475
7,2022,7/6/2022,23,35,Nesting_Individu,Secure,-3.0687013,126.6147766
7,2022,7/7/2022,3,27,Nesting_Individu,Secure,-3.0719188,126.5659298
7,2022,7/7/2022,22,30,Nesting_Individu,Secure,-3.069971,126.6267361
7,2022,7/8/2022,23,19,Nesting_Individu,Secure,-3.0691609,126.6190201
7,2022,7/9/2022,7,35,False_Crawls,Non_Nesting,-3.0695715,126.6225549
7,2022,7/9/2022,21,50,False_Crawls,Non_Nesting,-3.0690603,126.6177499
7,2022,7/10/2022,23,12,False_Crawls,Non_Nesting,-3.0705048,126.6332525
7,2022,7/11/2022,21,29,False_Crawls,Non_Nesting,-3.0695889,126.6232255
7,2022,7/11/2022,23,0,False_Crawls,Non_Nesting,-3.0706106,126.6354315
7,2022,7/12/2022,2,30,Nesting_Individu,Secure,-3.0682531,126.6125087
7,2022,7/12/2022,23,9,False_Crawls,Non_Nesting,-3.0705215,126.6339733
7,2022,7/13/2022,1,18,False_Crawls,Non_Nesting,-3.0703624,126.6318229
7,2022,7/13/2022,1,31,Nesting_Individu,Secure,-3.0706371,126.6350625
7,2022,7/13/2022,4,55,Nesting_Individu,Secure,-3.072036,126.5632224
7,2022,7/14/2022,21,23,False_Crawls,Non_Nesting,-3.0695248,126.6225288
7,2022,7/15/2022,9,13,False_Crawls,Non_Nesting,-3.0654825,126.6061685
7,2022,7/15/2022,22,37,Nesting_Individu,Secure,-3.0707313,126.6360371
7,2022,7/16/2022,3,30,Nest,Secure,-3.071217,126.5719043
7,2022,7/16/2022,3,20,Nesting_Individu,Secure,-3.06986,126.6250438
7,2022,7/16/2022,21,25,False_Crawls,Non_Nesting,-3.068232,126.6129535
7,2022,7/16/2022,22,59,False_Crawls,Non_Nesting,-3.0709105,126.5729246
7,2022,7/17/2022,10,43,Nest,Secure,-3.0705136,126.6331532
7,2022,7/17/2022,22,30,False_Crawls,Non_Nesting,-3.0700579,126.6274817
7,2022,7/18/2022,2,28,Nesting_Individu,Secure,-3.0689369,126.6169508
7,2022,7/18/2022,22,40,Nesting_Individu,Secure,-3.0697267,126.624423
7,2022,7/20/2022,23,47,Nesting_Individu,Secure,-3.0695717,126.6233071
7,2022,7/21/2022,1,20,Nesting_Individu,Secure,-3.0695994,126.6221957
7,2022,7/21/2022,3,44,False_Crawls,Non_Nesting,-3.0698068,126.6245183
7,2022,7/22/2022,7,20,False_Crawls,Non_Nesting,-3.0673181,126.6103387
7,2022,7/22/2022,23,40,Nesting_Individu,Secure,-3.0691074,126.6189022
7,2022,7/24/2022,4,15,Nesting_Individu,Secure,-3.0696452,126.623133
7,2022,7/25/2022,22,44,False_Crawls,Non_Nesting,-3.0718914,126.5637928
7,2022,7/27/2022,0,11,False_Crawls,Non_Nesting,-3.0707773,126.5739439
7,2022,7/28/2022,0,45,Nesting_Individu,Secure,-3.0691838,126.6187637
7,2022,7/28/2022,3,39,False_Crawls,Non_Nesting,-3.0694252,126.6211417
7,2022,7/28/2022,7,58,Nest,Secure,-3.0657092,126.6064473
7,2022,7/28/2022,20,40,Nesting_Individu,Secure,-3.0677471,126.6115132
7,2022,7/28/2022,22,42,False_Crawls,Non_Nesting,-3.0710713,126.5719394
7,2022,7/28/2022,23,10,Nest,Secure,-3.0706772,126.6356864
7,2022,7/29/2022,5,10,Nesting_Individu,Secure,-3.0687988,126.6149072
7,2022,7/29/2022,5,55,Nest,Secure,-3.0684533,126.6138188
7,2022,7/30/2022,1,10,Nesting_Individu,Secure,-3.0684655,126.6135936
7,2022,7/30/2022,1,10,False_Crawls,Non_Nesting,-3.0686089,126.6139281
7,2022,7/31/2022,2,34,Nesting_Individu,Secure,-3.0705671,126.6328828
8,2022,8/1/2022,7,50,Nest,Secure,-3.0648996,126.6044289
8,2022,8/2/2022,1,40,Nesting_Individu,Secure,-3.0694057,126.6210809
8,2022,8/2/2022,2,3,Nesting_Individu,Secure,-3.0694541,126.6213591
8,2022,8/4/2022,4,24,Nesting_Individu,Secure,-3.0715943,126.5700874
8,2022,8/4/2022,5,33,False_Crawls,Non_Nesting,-3.070423,126.5780396
8,2022,8/6/2022,0,25,Nesting_Individu,Secure,-3.0691991,126.6189491
8,2022,8/10/2022,3,26,Nesting_Individu,Secure,-3.0699744,126.6260872
8,2022,8/11/2022,23,20,False_Crawls,Non_Nesting,-3.0697371,126.6242811
